iter	Passed	Remaining
1671	15177	2977
1672	15185	2968
1673	15194	2958
1674	15202	2949
1675	15211	2940
1676	15217	2931
1677	15223	2921
1678	15230	2911
1679	15234	2901
1680	15240	2892
1681	15245	2882
1682	15250	2872
1683	15256	2862
1684	15261	2853
1685	15265	2843
1686	15272	2833
1687	15277	2823
1688	15283	2814
1689	15290	2804
1690	15296	2795
1691	15301	2785
1692	15306	2775
1693	15311	2765
1694	15317	2756
1695	15322	2746
1696	15328	2736
1697	15333	2727
1698	15339	2717
1699	15344	2707
1700	15349	2698
1701	15359	2689
1702	15367	2679
1703	15376	2671
1704	15384	2661
1705	15394	2652
1706	15404	2644
1707	15415	2635
1708	15424	2626
1709	15434	2617
1710	15443	2608
1711	15453	2599
1712	15461	2590
1713	15471	2581
1714	15478	2572
1715	15485	2562
1716	15493	2553
1717	15504	2544
1718	15514	2536
1719	15524	2527
1720	15533	2518
1721	15543	2509
1722	15553	2500
1723	15561	2491
1724	15572	2482
1725	15581	2473
1726	15590	2464
1727	15599	2455
1728	15609	2446
1729	15620	2437
1730	15630	2428
1731	15639	2419
1732	15649	2411
1733	15658	2402
1734	15667	2393
1735	15676	2384
1736	15686	2375
1737	15697	2366
1738	15707	2357
1739	15716	2348
1740	15726	2339
1741	15736	2330
1742	15745	2321
1743	15755	2312
1744	15763	2303
1745	15772	2294
1746	15780	2285
1747	15789	2276
1748	15797	2267
1749	15806	2258
1750	15815	2249
1751	15825	2240
1752	15836	2231
1753	15846	2222
1754	15855	2213
1755	15865	2204
1756	15876	2195
1757	15887	2187
1758	15898	2178
1759	15907	2169
1760	15918	2160
1761	15928	2151
1762	15938	2142
1763	15948	2133
1764	15957	2124
1765	15965	2115
1766	15975	2106
1767	15983	2097
1768	15992	2088
1769	16002	2079
1770	16014	2070
1771	16024	2061
1772	16035	2053
1773	16047	2044
1774	16056	2035
1775	16064	2026
1776	16075	2017
1777	16085	2008
1778	16097	1999
1779	16105	1990
1780	16115	1981
1781	16126	1972
1782	16136	1963
1783	16145	1954
1784	16155	1945
1785	16165	1936
1786	16174	1927
1787	16183	1918
1788	16193	1909
1789	16202	1900
1790	16210	1891
1791	16220	1882
1792	16228	1873
1793	16239	1864
1794	16247	1855
1795	16257	1846
1796	16267	1837
1797	16276	1828
1798	16286	1819
1799	16295	1810
1800	16306	1801
1801	16316	1792
1802	16324	1783
1803	16333	1774
1804	16342	1765
1805	16353	1756
1806	16361	1747
1807	16371	1738
1808	16381	1729
1809	16391	1720
1810	16401	1711
1811	16410	1702
1812	16419	1693
1813	16428	1684
1814	16437	1675
1815	16447	1666
1816	16455	1657
1817	16465	1648
1818	16474	1639
1819	16482	1630
1820	16493	1621
1821	16503	1612
1822	16513	1603
1823	16522	1594
1824	16529	1585
1825	16537	1575
1826	16543	1566
1827	16548	1557
1828	16553	1547
1829	16559	1538
1830	16564	1528
1831	16569	1519
1832	16574	1510
1833	16579	1500
1834	16584	1491
1835	16589	1481
1836	16594	1472
1837	16599	1463
1838	16604	1453
1839	16610	1444
1840	16615	1435
1841	16621	1425
1842	16629	1416
1843	16636	1407
1844	16644	1398
1845	16652	1389
1846	16661	1380
1847	16671	1371
1848	16681	1362
1849	16690	1353
1850	16702	1344
1851	16711	1335
1852	16721	1326
1853	16731	1317
1854	16738	1308
1855	16747	1299
1856	16757	1290
1857	16766	1281
1858	16775	1272
1859	16784	1263
1860	16793	1254
1861	16800	1245
1862	16810	1236
1863	16816	1226
1864	16824	1217
1865	16831	1208
1866	16840	1199
1867	16849	1190
1868	16858	1181
1869	16866	1172
1870	16877	1163
1871	16887	1154
1872	16898	1145
1873	16908	1136
1874	16918	1127
1875	16927	1118
1876	16935	1109
1877	16944	1100
1878	16952	1091
1879	16960	1082
1880	16967	1073
1881	16973	1064
1882	16978	1054
1883	16984	1045
1884	16989	1036
1885	16995	1027
1886	17001	1018
1887	17006	1008
1888	17012	999
1889	17017	990
1890	17022	981
1891	17027	971
1892	17033	962
1893	17038	953
1894	17044	944
1895	17050	935
1896	17057	926
1897	17065	917
1898	17075	908
1899	17084	899
1900	17095	890
1901	17105	881
1902	17113	872
1903	17119	863
1904	17127	854
1905	17136	845
1906	17146	836
1907	17156	827
1908	17166	818
1909	17176	809
1910	17186	800
1911	17196	791
1912	17208	782
1913	17219	773
1914	17229	764
1915	17238	755
1916	17248	746
1917	17257	737
1918	17266	728
1919	17278	719
1920	17288	710
1921	17299	702
1922	17309	693
1923	17318	684
1924	17327	675
1925	17337	666
1926	17346	657
1927	17355	648
1928	17366	639
1929	17375	630
1930	17385	621
1931	17395	612
1932	17404	603
1933	17412	594
1934	17420	585
1935	17427	576
1936	17433	567
1937	17439	557
1938	17445	548
1939	17451	539
1940	17457	530
1941	17463	521
1942	17471	512
1943	17481	503
1944	17491	494
1945	17501	485
1946	17510	476
1947	17518	467
1948	17527	458
1949	17537	449
1950	17548	440
1951	17559	431
1952	17569	422
1953	17580	413
1954	17590	404
1955	17600	395
1956	17610	386
1957	17621	377
1958	17631	369
1959	17640	360
1960	17651	351
1961	17661	342
1962	17669	333
1963	17680	324
1964	17691	315
1965	17700	306
1966	17708	297
1967	17718	288
1968	17727	279
1969	17737	270
1970	17747	261
1971	17757	252
1972	17763	243
1973	17771	234
1974	17777	225
1975	17783	215
1976	17788	206
1977	17794	197
1978	17803	188
1979	17813	179
1980	17822	170
1981	17831	161
1982	17840	152
1983	17850	143
1984	17859	134
1985	17869	125
1986	17881	116
1987	17890	107
1988	17900	98
1989	17910	90
1990	17921	81
1991	17931	72
1992	17942	63
1993	17952	54
1994	17962	45
1995	17972	36
1996	17982	27
1997	17990	18
1998	17997	9
1999	18005	0
