iter	MultiRMSE
1665	22.32962487
1666	22.32938283
1667	22.32760561
1668	22.32654278
1669	22.3242927
1670	22.32292755
1671	22.32210857
1672	22.32140459
1673	22.3172698
1674	22.31691195
1675	22.31534292
1676	22.31367981
1677	22.31212181
1678	22.3114576
1679	22.31025331
1680	22.30840429
1681	22.30684158
1682	22.30438211
1683	22.30316783
1684	22.30223855
1685	22.30120615
1686	22.29962989
1687	22.29875768
1688	22.29792611
1689	22.29736033
1690	22.29540885
1691	22.29443647
1692	22.29393657
1693	22.29208629
1694	22.29176808
1695	22.28967305
1696	22.28870381
1697	22.28854024
1698	22.28778624
1699	22.28730476
1700	22.28507529
1701	22.28307173
1702	22.28191784
1703	22.27991649
1704	22.27865823
1705	22.27774441
1706	22.27673961
1707	22.27578504
1708	22.27503543
1709	22.27457806
1710	22.27250233
1711	22.27057214
1712	22.2697466
1713	22.2682015
1714	22.26651114
1715	22.26476454
1716	22.26440575
1717	22.26353761
1718	22.25982045
1719	22.25758762
1720	22.2572422
1721	22.25623624
1722	22.25459543
1723	22.25336528
1724	22.2521582
1725	22.25157178
1726	22.25120168
1727	22.25026415
1728	22.24781577
1729	22.24527965
1730	22.24410536
1731	22.24203034
1732	22.24095359
1733	22.24065263
1734	22.2391166
1735	22.23807665
1736	22.23698916
1737	22.23430306
1738	22.23316202
1739	22.23254947
1740	22.23185074
1741	22.23043827
1742	22.23012532
1743	22.22886321
1744	22.22844328
1745	22.22757728
1746	22.2272406
1747	22.2265123
1748	22.22534439
1749	22.22336305
1750	22.2213628
1751	22.21979749
1752	22.21884287
1753	22.21780341
1754	22.21664128
1755	22.21615862
1756	22.21547689
1757	22.21419311
1758	22.21108981
1759	22.20935889
1760	22.20763199
1761	22.20596307
1762	22.20398378
1763	22.20309277
1764	22.20198583
1765	22.20110552
1766	22.19960778
1767	22.19905286
1768	22.19621329
1769	22.19494286
1770	22.19372612
1771	22.19261247
1772	22.19142523
1773	22.19053621
1774	22.18930464
1775	22.18867663
1776	22.18810959
1777	22.18749058
1778	22.18591378
1779	22.1841186
1780	22.1835382
1781	22.18132487
1782	22.17822808
1783	22.17762122
1784	22.17491184
1785	22.17408101
1786	22.1726321
1787	22.171296
1788	22.1706966
1789	22.17024695
1790	22.16955646
1791	22.16829078
1792	22.16791062
1793	22.16686321
1794	22.16531912
1795	22.16435554
1796	22.1636821
1797	22.1620474
1798	22.16116233
1799	22.15953417
1800	22.1592016
1801	22.15786618
1802	22.15591996
1803	22.15491809
1804	22.15364775
1805	22.15306909
1806	22.15192513
1807	22.15148904
1808	22.14962189
1809	22.14905909
1810	22.1487591
1811	22.1467577
1812	22.14614991
1813	22.14481763
1814	22.14469734
1815	22.14394594
1816	22.14297443
1817	22.14198026
1818	22.14102715
1819	22.13974368
1820	22.13918756
1821	22.13830736
1822	22.13629136
1823	22.13586848
1824	22.13542732
1825	22.13272887
1826	22.13150965
1827	22.13120737
1828	22.1305325
1829	22.13018592
1830	22.12814073
1831	22.12732924
1832	22.12629192
1833	22.12579683
1834	22.12249404
1835	22.12170675
1836	22.12062843
1837	22.11950021
1838	22.11696228
1839	22.11654062
1840	22.11334259
1841	22.11127316
1842	22.10919382
1843	22.10857413
1844	22.10784199
1845	22.10631561
1846	22.10571723
1847	22.10484794
1848	22.10473311
1849	22.10398887
1850	22.10314434
1851	22.10287805
1852	22.10077361
1853	22.09891835
1854	22.09786832
1855	22.0960869
1856	22.09532468
1857	22.09489499
1858	22.09334651
1859	22.0918466
1860	22.09131498
1861	22.09086556
1862	22.08925964
1863	22.08798213
1864	22.08736659
1865	22.08536876
1866	22.0833316
1867	22.08261202
1868	22.08129499
1869	22.08056071
1870	22.07888818
1871	22.07776037
1872	22.07696257
1873	22.07521623
1874	22.07436269
1875	22.07393474
1876	22.07303831
1877	22.07131608
1878	22.07085717
1879	22.07028682
1880	22.06935894
1881	22.06883434
1882	22.06823003
1883	22.06767112
1884	22.06740078
1885	22.0664015
1886	22.06505741
1887	22.06392211
1888	22.06293872
1889	22.06267109
1890	22.06113957
1891	22.05971114
1892	22.05794269
1893	22.05559394
1894	22.05439992
1895	22.05312185
1896	22.05257002
1897	22.05219813
1898	22.04982593
1899	22.04922366
1900	22.04791405
1901	22.04681577
1902	22.04649141
1903	22.04501184
1904	22.04366995
1905	22.04086178
1906	22.03930526
1907	22.03823204
1908	22.03647385
1909	22.03563252
1910	22.03433704
1911	22.03353696
1912	22.03287566
1913	22.03209107
1914	22.02986545
1915	22.02896511
1916	22.02843438
1917	22.02716149
1918	22.0257201
1919	22.02466834
1920	22.02324347
1921	22.0224294
1922	22.02082626
1923	22.02045154
1924	22.01989513
1925	22.01765653
1926	22.01698091
1927	22.01623794
1928	22.01443432
1929	22.01352706
1930	22.01288883
1931	22.01231707
1932	22.01159126
1933	22.01041351
1934	22.00994714
1935	22.00926971
1936	22.00879518
1937	22.00850206
1938	22.00606834
1939	22.00499449
1940	22.00458812
1941	22.0034229
1942	22.00273909
1943	22.00149965
1944	22.0008203
1945	21.99946932
1946	21.99874322
1947	21.99805258
1948	21.99617302
1949	21.99416323
1950	21.99237546
1951	21.99109282
1952	21.98975317
1953	21.98908581
1954	21.98858608
1955	21.98804048
1956	21.9875526
1957	21.98639127
1958	21.98572091
1959	21.98499109
1960	21.98207383
1961	21.98108087
1962	21.98060436
1963	21.979357
1964	21.97832768
1965	21.97728254
1966	21.9763398
1967	21.97259073
1968	21.9715404
1969	21.97040017
1970	21.96881489
1971	21.96804795
1972	21.96729936
1973	21.96530755
1974	21.96463148
1975	21.96238505
1976	21.96163553
1977	21.96033584
1978	21.95968862
1979	21.95889762
1980	21.95864324
1981	21.95771182
1982	21.95705012
1983	21.95568466
1984	21.95476504
1985	21.95426991
1986	21.95342141
1987	21.95256324
1988	21.95138991
1989	21.95051839
1990	21.9489274
1991	21.94852331
1992	21.94734501
1993	21.9462978
1994	21.94590254
1995	21.94347373
1996	21.94094539
1997	21.93645635
1998	21.93531508
1999	21.93377491
