iter	MultiRMSE
205	25.54219362
206	25.5383132
207	25.5325361
208	25.52837422
209	25.52430341
210	25.52144111
211	25.51466123
212	25.51143253
213	25.50481654
214	25.49971598
215	25.49747943
216	25.49093595
217	25.4860407
218	25.48064081
219	25.4721036
220	25.46941533
221	25.46266826
222	25.46025346
223	25.45633833
224	25.4500811
225	25.4475789
226	25.44476438
227	25.4386671
228	25.43467473
229	25.42959756
230	25.42243925
231	25.41211553
232	25.4048335
233	25.40139573
234	25.39639224
235	25.39206052
236	25.38681636
237	25.38329095
238	25.3791206
239	25.37289569
240	25.36825454
241	25.36266191
242	25.35923758
243	25.35641124
244	25.35041897
245	25.34629381
246	25.34094481
247	25.33613342
248	25.33349042
249	25.32705365
250	25.3216514
251	25.31929278
252	25.31583498
253	25.311494
254	25.30570417
255	25.30023963
256	25.29705511
257	25.29540851
258	25.2935856
259	25.28848186
260	25.28442929
261	25.28011724
262	25.27649144
263	25.27163146
264	25.26709405
265	25.26499185
266	25.26248654
267	25.2597618
268	25.25538204
269	25.24773699
270	25.24555248
271	25.24148139
272	25.23864521
273	25.23368962
274	25.22766212
275	25.22208298
276	25.21949321
277	25.21319909
278	25.21079179
279	25.2060167
280	25.20141742
281	25.19644021
282	25.18844944
283	25.1865009
284	25.18051672
285	25.1770924
286	25.16906283
287	25.16337188
288	25.15841495
289	25.15565353
290	25.15169619
291	25.14611634
292	25.14068433
293	25.1365997
294	25.13430433
295	25.13095996
296	25.12776652
297	25.12125928
298	25.11895525
299	25.11641448
300	25.11159703
301	25.10539145
302	25.10373219
303	25.10177014
304	25.09694912
305	25.09282826
306	25.08970878
307	25.08365381
308	25.08060264
309	25.07593602
310	25.07193825
311	25.06979274
312	25.06750719
313	25.06365392
314	25.06216554
315	25.0598987
316	25.05457041
317	25.05133809
318	25.04881965
319	25.04525347
320	25.04286462
321	25.03876939
322	25.0366645
323	25.0349796
324	25.02781699
325	25.02361613
326	25.02160851
327	25.01889094
328	25.01513649
329	25.00787469
330	25.00526368
331	24.99907722
332	24.99580965
333	24.98990594
334	24.98713129
335	24.98182156
336	24.97951462
337	24.97493289
338	24.97060868
339	24.96431765
340	24.95773766
341	24.95500297
342	24.94914364
343	24.94233056
344	24.93740868
345	24.93394768
346	24.9318066
347	24.92710059
348	24.92218745
349	24.92028371
350	24.91497988
351	24.91152486
352	24.90836225
353	24.90647933
354	24.90277059
355	24.89867774
356	24.89565221
357	24.89085684
358	24.88917677
359	24.88631317
360	24.88428415
361	24.87934224
362	24.8780716
363	24.87444963
364	24.86880008
365	24.86797446
366	24.8649184
367	24.86120014
368	24.85529724
369	24.85204895
370	24.84976431
371	24.8464091
372	24.84302698
373	24.84010309
374	24.8361744
375	24.83376654
376	24.82993509
377	24.82651161
378	24.82338945
379	24.81940962
380	24.8142629
381	24.8130359
382	24.80999339
383	24.80842335
384	24.80591232
385	24.80236067
386	24.79739947
387	24.79550198
388	24.79347432
389	24.78847076
390	24.78682274
391	24.78509449
392	24.78425014
393	24.78223367
394	24.78072915
395	24.77538136
396	24.77122669
397	24.7691128
398	24.76724687
399	24.76480825
400	24.76358707
401	24.76126111
402	24.75952575
403	24.7543608
404	24.75062279
405	24.74772198
406	24.74632479
407	24.74267019
408	24.73926356
409	24.7358432
410	24.73173093
411	24.72729062
412	24.72162541
413	24.71916083
414	24.71548376
415	24.71309951
416	24.70851856
417	24.70669295
418	24.70181842
419	24.70152385
420	24.6985401
421	24.69434993
422	24.69324046
423	24.68894624
424	24.68761473
425	24.6822569
426	24.67947379
427	24.67626428
428	24.67035812
429	24.66859713
430	24.66604883
431	24.66320317
432	24.66045481
433	24.65888559
434	24.65671626
435	24.65250087
436	24.64928144
437	24.64788576
438	24.6449364
439	24.64047513
440	24.63849579
441	24.63700248
442	24.63509659
443	24.63162811
444	24.62979195
445	24.62796875
446	24.62395912
447	24.62146501
448	24.61811603
449	24.61571699
450	24.6137197
451	24.61082647
452	24.60823611
453	24.60599804
454	24.60392729
455	24.60261569
456	24.59975049
457	24.59809704
458	24.59500732
459	24.59239674
460	24.58858635
461	24.58638984
462	24.58484846
463	24.58317518
464	24.58127945
465	24.57893891
466	24.57622719
467	24.57340893
468	24.57195761
469	24.56887023
470	24.56701038
471	24.56461363
472	24.56201684
473	24.56025829
474	24.55118737
475	24.54836632
476	24.54462977
477	24.54337634
478	24.53837388
479	24.53086657
480	24.52559916
481	24.52433603
482	24.52195515
483	24.52073241
484	24.51594768
485	24.51388526
486	24.51277199
487	24.50945679
488	24.50817327
489	24.50675528
490	24.50255242
491	24.49926511
492	24.49740146
493	24.49344229
494	24.4904674
495	24.48931138
496	24.48766569
497	24.48589411
498	24.48476651
499	24.4814382
500	24.47798539
501	24.47544002
502	24.47214791
503	24.4690231
504	24.46605013
505	24.46152578
506	24.45875015
507	24.45113341
508	24.4506162
509	24.44646987
510	24.4428578
511	24.43982573
512	24.43609283
513	24.43129224
514	24.42927966
515	24.42488989
516	24.42135158
517	24.42034658
518	24.41680031
519	24.41278856
520	24.40862106
521	24.40418386
522	24.40248514
523	24.39976271
524	24.39610843
525	24.39543024
526	24.3939259
527	24.39198305
528	24.3897724
529	24.38668655
530	24.38532175
531	24.38301228
532	24.38044188
533	24.37804419
534	24.37719138
535	24.37457108
536	24.37308989
537	24.36945193
538	24.36609845
539	24.36354593
540	24.36073683
541	24.35943273
542	24.35686418
543	24.35391202
544	24.35181257
545	24.35060165
546	24.34925374
547	24.34710913
548	24.34410715
549	24.34289639
550	24.34086489
551	24.33692084
552	24.3333579
553	24.32716872
554	24.32179888
555	24.31864746
556	24.31482051
557	24.312607
558	24.30992976
559	24.30830601
560	24.30585185
561	24.30450752
562	24.30250541
563	24.30112781
564	24.29875607
565	24.2963467
566	24.29428368
567	24.29339567
568	24.29109713
569	24.28679319
570	24.2848767
571	24.28049735
572	24.27686877
573	24.27391909
574	24.27157614
575	24.26816295
576	24.26400846
577	24.25898915
578	24.2566462
579	24.25428696
580	24.25097809
581	24.24888263
582	24.24618169
583	24.24515234
584	24.24171351
585	24.23985484
586	24.23759473
587	24.23496388
588	24.22822224
589	24.22634498
590	24.22219041
591	24.22028246
592	24.21834262
593	24.21656197
594	24.21453207
595	24.21070415
596	24.20825244
597	24.20617961
598	24.20494715
599	24.2024793
600	24.19975878
601	24.19784806
602	24.19721119
603	24.19498144
604	24.19252308
605	24.18977763
606	24.18659514
607	24.18339671
608	24.18129272
609	24.17869627
610	24.17704046
611	24.17447815
612	24.17298901
613	24.17202908
614	24.17071751
615	24.16803675
616	24.16717387
617	24.16560837
618	24.16381523
619	24.16142393
620	24.15805257
621	24.1571923
622	24.15604101
623	24.15495089
624	24.15253268
625	24.15130615
626	24.14407832
627	24.14207665
628	24.13938372
629	24.1379516
630	24.13590587
631	24.13279439
632	24.12695135
633	24.12434444
634	24.12147038
635	24.1205955
636	24.11900658
637	24.11738089
638	24.1145128
639	24.11304494
640	24.10991454
641	24.10712194
642	24.1059954
643	24.10394065
644	24.10180874
645	24.10051529
646	24.09848032
647	24.0973706
648	24.09441955
649	24.08840615
650	24.08753738
651	24.08435022
652	24.08280941
653	24.08160551
654	24.07908145
655	24.07617181
656	24.07371583
657	24.07193036
658	24.06926863
659	24.06651238
660	24.06437755
661	24.06246825
662	24.05840532
663	24.05517593
664	24.0538972
665	24.05233865
666	24.04951872
667	24.04805997
668	24.0466737
669	24.04446999
670	24.03889154
671	24.03557677
672	24.03249132
673	24.03062383
674	24.02865936
675	24.0260341
676	24.02451371
677	24.02206646
678	24.01742122
679	24.01694524
680	24.01403634
681	24.01238312
682	24.01048418
683	24.00760255
684	24.00456809
685	24.00219936
686	23.99878361
687	23.99510303
688	23.99146519
689	23.98938574
690	23.98563199
691	23.98373554
692	23.98016687
693	23.97770512
694	23.97538616
695	23.97422174
696	23.97299668
697	23.97038253
698	23.96737044
699	23.9662262
700	23.96415342
701	23.9619078
702	23.95977769
703	23.95647278
704	23.95366415
705	23.95223936
706	23.94943588
707	23.94878861
708	23.94740337
709	23.94619886
710	23.94474172
711	23.94065459
712	23.93791774
713	23.93449545
714	23.93384659
715	23.93313713
716	23.93170781
717	23.93110111
718	23.92985906
719	23.92501157
720	23.92168552
721	23.9187496
722	23.91587499
723	23.91452984
724	23.91414201
725	23.91097992
726	23.90637444
727	23.90459234
728	23.9012147
729	23.89854048
730	23.89735286
731	23.89395224
732	23.89283006
733	23.89053338
734	23.88794677
735	23.88675497
736	23.8830316
737	23.88134745
738	23.87886357
739	23.87786017
740	23.8747084
741	23.8733477
742	23.87086927
743	23.8685546
744	23.86390854
745	23.86090571
746	23.85950328
747	23.85812743
748	23.85574187
749	23.85360448
750	23.85110117
751	23.84816974
752	23.84717455
753	23.84637434
754	23.84591909
755	23.84317288
756	23.8401442
757	23.83868542
758	23.83685816
759	23.83504804
760	23.83341233
761	23.83081646
762	23.82886418
763	23.82490005
764	23.82075855
765	23.81867106
766	23.81640918
767	23.81319955
768	23.81139662
769	23.81002164
770	23.80804212
771	23.80565949
772	23.80435876
773	23.80048996
774	23.79760668
775	23.79637683
776	23.7951888
777	23.79389168
778	23.79280053
779	23.78927971
780	23.78675748
781	23.78575965
782	23.78498006
783	23.7837415
784	23.78149872
785	23.78005668
786	23.77906103
787	23.77778522
788	23.77720156
789	23.77571232
790	23.77342421
791	23.77287294
792	23.7710177
793	23.76823025
794	23.76672327
795	23.76481405
796	23.76322533
797	23.76143962
798	23.76033057
799	23.75889823
800	23.7561367
801	23.75424557
802	23.75312021
803	23.75239489
804	23.74975707
805	23.74769678
806	23.74607486
807	23.74331515
808	23.74174517
809	23.74114129
810	23.73964711
811	23.73805003
812	23.7359519
813	23.7340675
814	23.73202115
815	23.7263399
816	23.72470844
817	23.72164621
818	23.72001997
819	23.71748761
820	23.71533638
821	23.71217209
822	23.70998594
823	23.70824297
824	23.70704408
825	23.70518419
826	23.70394571
827	23.69795126
828	23.69571931
829	23.69402865
830	23.69246914
831	23.68928879
832	23.68701926
833	23.68507115
834	23.68230183
835	23.68082814
836	23.67815733
837	23.67636642
838	23.67501213
839	23.67167884
840	23.66887428
841	23.66671288
842	23.66457102
843	23.66378735
844	23.66005998
845	23.65782271
846	23.65686892
847	23.65444265
848	23.65319319
849	23.65146293
850	23.64932406
851	23.6471145
852	23.64609145
853	23.64325496
854	23.64250449
855	23.6413364
856	23.63842641
857	23.63746436
858	23.63592222
859	23.63425373
860	23.62926076
861	23.62574846
862	23.62454344
863	23.62302524
864	23.6216362
865	23.61821062
866	23.6168902
867	23.61635461
868	23.61414185
869	23.60907687
870	23.60656282
871	23.60495617
872	23.60113996
873	23.59929814
874	23.59807426
875	23.59694602
876	23.59411401
877	23.59176442
878	23.58791577
879	23.58684611
880	23.58320937
881	23.58138095
882	23.57886628
883	23.57661508
884	23.57454801
885	23.5739656
886	23.57250772
887	23.57075165
888	23.56969944
889	23.56756948
890	23.56595241
891	23.565081
892	23.56410242
893	23.56141037
894	23.56043088
895	23.55563821
896	23.55302127
897	23.55129856
898	23.54975225
899	23.548923
900	23.54594842
901	23.54345567
902	23.54129434
903	23.53864136
904	23.53727798
905	23.53497816
906	23.53381087
907	23.53301575
908	23.53205822
909	23.52988549
910	23.52851015
911	23.52784135
912	23.52598675
913	23.52455968
914	23.52083038
915	23.51798132
916	23.51628487
917	23.51503196
918	23.51356529
919	23.51197847
920	23.50855072
921	23.50670188
922	23.50488986
923	23.50067234
924	23.49781509
925	23.49543385
926	23.49339894
927	23.4912418
928	23.4902061
929	23.48620261
930	23.48360892
931	23.48156244
932	23.47962273
933	23.47716479
934	23.4752982
935	23.47272576
936	23.47104733
937	23.47033885
938	23.46950939
939	23.46884421
940	23.46848731
941	23.46684138
942	23.4642552
943	23.46344508
944	23.46216113
945	23.46110272
946	23.45775214
947	23.45637357
948	23.45534933
949	23.45453206
950	23.45313282
951	23.45111626
952	23.45044186
953	23.4491216
954	23.44717954
955	23.44286348
956	23.44181351
957	23.44027723
958	23.43834811
959	23.43571582
960	23.43296149
961	23.43195725
962	23.43055088
963	23.42764955
964	23.42578006
965	23.42252061
966	23.42173514
967	23.42103542
968	23.41799131
969	23.4165803
970	23.41582634
971	23.41294952
972	23.41144134
973	23.40628106
974	23.40482432
975	23.40400683
976	23.40352757
977	23.40243968
978	23.39900784
979	23.39824723
980	23.39636492
981	23.39530029
982	23.39308489
983	23.38992623
984	23.38781379
985	23.38618302
986	23.38563399
987	23.38293064
988	23.38160299
989	23.37970622
990	23.37731838
991	23.37604996
992	23.37359839
993	23.37137722
994	23.37070764
995	23.3666244
996	23.36427366
997	23.35768094
998	23.35639725
999	23.35331379
1000	23.35074359
1001	23.34857831
1002	23.34766357
1003	23.34683198
1004	23.34472553
1005	23.34310378
1006	23.34199804
1007	23.34111501
1008	23.33832345
1009	23.33664807
1010	23.33544422
1011	23.33366414
1012	23.3327527
1013	23.33147053
1014	23.33093766
1015	23.3295411
1016	23.32824344
1017	23.32512175
1018	23.32387244
1019	23.31981514
1020	23.31591991
1021	23.31473945
1022	23.31341216
1023	23.31230439
1024	23.31102665
1025	23.30917483
1026	23.30783686
1027	23.30626714
1028	23.30347739
1029	23.30272282
1030	23.30137367
1031	23.29938389
1032	23.2985322
1033	23.29799949
1034	23.29637977
1035	23.29389613
1036	23.29289243
1037	23.29150149
1038	23.28942098
1039	23.2868898
1040	23.28514421
1041	23.2843701
1042	23.2829959
1043	23.28240943
1044	23.28141304
1045	23.28019935
1046	23.27902398
1047	23.27825975
1048	23.27571588
1049	23.27449539
1050	23.27270632
1051	23.27092928
1052	23.26886894
1053	23.26792569
1054	23.26604395
1055	23.26476139
1056	23.26243065
1057	23.261455
1058	23.25922609
1059	23.25704915
1060	23.25507923
1061	23.25203102
1062	23.25131142
1063	23.24962595
1064	23.24707507
1065	23.24538349
1066	23.24459191
1067	23.24212533
1068	23.24133534
1069	23.24047893
1070	23.23842203
1071	23.23716367
1072	23.23601575
1073	23.23370688
1074	23.23199354
1075	23.22962157
1076	23.22761896
1077	23.22519442
1078	23.22432872
1079	23.22215063
1080	23.2206182
1081	23.21799803
1082	23.21731339
1083	23.21604323
1084	23.21349319
1085	23.21219435
1086	23.21131457
1087	23.21019113
1088	23.20922657
1089	23.20664689
1090	23.20417614
1091	23.20301059
1092	23.20211866
1093	23.20075846
1094	23.20023691
1095	23.19884419
1096	23.19721705
1097	23.19121598
1098	23.19005529
1099	23.18805251
1100	23.18561137
1101	23.18426661
1102	23.18340456
1103	23.18175462
1104	23.17997618
1105	23.17847858
1106	23.17756615
1107	23.17617561
1108	23.17429642
1109	23.17200242
1110	23.16778355
1111	23.16646818
1112	23.1651731
1113	23.16069223
1114	23.15852603
1115	23.15571823
1116	23.15425889
1117	23.15193944
1118	23.1506138
1119	23.14821739
1120	23.14657912
1121	23.1459811
1122	23.14437485
1123	23.14363846
1124	23.14225725
1125	23.13998585
1126	23.13770217
1127	23.13650119
1128	23.134415
1129	23.13224816
1130	23.1297801
1131	23.1292185
1132	23.12832894
1133	23.12577981
1134	23.12415782
1135	23.12256806
1136	23.12025272
1137	23.11872681
1138	23.11389464
1139	23.11241417
1140	23.11034254
1141	23.1080462
1142	23.10561503
1143	23.10041792
1144	23.09975032
1145	23.09829833
1146	23.0972247
1147	23.0943866
1148	23.09341913
1149	23.0903565
1150	23.08896758
1151	23.08694821
1152	23.08567632
1153	23.08336778
1154	23.08202049
1155	23.08006636
1156	23.07926646
1157	23.07715435
1158	23.07652214
1159	23.07484189
1160	23.0740877
1161	23.07340275
1162	23.07243786
1163	23.07181324
1164	23.07146927
1165	23.06950646
1166	23.06841106
1167	23.06622224
1168	23.06374805
1169	23.06213163
1170	23.05920066
1171	23.05739786
1172	23.05446019
1173	23.05226079
1174	23.0514036
1175	23.04986718
1176	23.04627251
1177	23.04473058
1178	23.0441256
1179	23.0417354
1180	23.03401328
1181	23.03193458
1182	23.02992189
1183	23.02778894
1184	23.02657603
1185	23.02393103
1186	23.02236211
1187	23.02090305
1188	23.01958296
1189	23.01845613
1190	23.01789521
1191	23.01711297
1192	23.01522075
1193	23.01243974
1194	23.01090659
1195	23.00988464
1196	23.00788767
1197	23.00643731
1198	23.0057218
1199	23.00496678
1200	23.00451026
1201	23.0036763
1202	23.00053424
1203	22.99821305
1204	22.99763556
1205	22.99553145
1206	22.99370099
1207	22.9914194
1208	22.99006166
1209	22.98892506
1210	22.98570351
1211	22.9826303
1212	22.98084147
1213	22.9799208
1214	22.97865427
1215	22.97616191
1216	22.9750717
1217	22.97401951
1218	22.97178974
1219	22.96900388
1220	22.96843837
1221	22.96580237
1222	22.96416704
1223	22.96255206
1224	22.96069379
1225	22.95895597
1226	22.95804803
1227	22.95755114
1228	22.95681974
1229	22.95527404
1230	22.95435542
1231	22.95350347
1232	22.95305746
1233	22.95265051
1234	22.9506226
1235	22.94957734
1236	22.9478528
1237	22.94627059
1238	22.94423512
1239	22.94359503
1240	22.9431354
1241	22.94138164
1242	22.94102221
1243	22.93859041
1244	22.93795284
1245	22.93714692
1246	22.93269905
1247	22.93096347
1248	22.93033276
1249	22.92918967
1250	22.9276955
1251	22.92592037
1252	22.92405943
1253	22.92193806
1254	22.92016362
1255	22.91689387
1256	22.91540638
1257	22.91468233
1258	22.91259176
1259	22.91153154
1260	22.90882567
1261	22.90692255
1262	22.90599013
1263	22.90454397
1264	22.90360714
1265	22.90253174
1266	22.90107375
1267	22.89717769
1268	22.89630153
1269	22.89373437
1270	22.89204342
1271	22.88880512
1272	22.88717754
1273	22.8853825
1274	22.88338835
1275	22.88288192
1276	22.88161154
1277	22.88069165
1278	22.87893922
1279	22.87715223
1280	22.87582086
1281	22.87359399
1282	22.87090368
1283	22.86968616
1284	22.86833573
1285	22.86757871
1286	22.86702532
1287	22.86606695
1288	22.86528151
1289	22.86409896
1290	22.86261947
1291	22.86048864
1292	22.85983956
1293	22.85798345
1294	22.85582627
1295	22.85374658
1296	22.85186863
1297	22.85067936
1298	22.84940833
1299	22.84725776
1300	22.8465688
1301	22.84491916
1302	22.84312211
1303	22.84239067
1304	22.84005312
1305	22.83870899
1306	22.83513017
1307	22.83366394
1308	22.83312973
1309	22.82891803
1310	22.82706735
1311	22.82512192
1312	22.82288288
1313	22.81981664
1314	22.81642082
1315	22.81476659
1316	22.81009108
1317	22.80934609
1318	22.80802051
1319	22.80512948
1320	22.80303383
1321	22.80002311
1322	22.79968817
1323	22.79853426
1324	22.79642104
1325	22.79595264
1326	22.79558859
1327	22.79442944
1328	22.79335128
1329	22.79268024
1330	22.79130059
1331	22.78940609
1332	22.78758205
1333	22.78588971
1334	22.78293642
1335	22.78091225
1336	22.77936061
1337	22.77722807
1338	22.77495914
1339	22.77408955
1340	22.77304395
1341	22.77104693
1342	22.76938518
1343	22.76781114
1344	22.76681904
1345	22.76603092
1346	22.76497715
1347	22.76448835
1348	22.76395464
1349	22.76342042
1350	22.76271582
1351	22.7594392
1352	22.75804683
1353	22.75590686
1354	22.75431189
1355	22.75127154
1356	22.75020829
1357	22.74945456
1358	22.74861219
1359	22.74651088
1360	22.74598005
1361	22.74448603
1362	22.74407951
1363	22.74173388
1364	22.73895012
1365	22.73801379
1366	22.73619262
1367	22.73509667
1368	22.73477836
1369	22.73358355
1370	22.73247167
1371	22.73166572
1372	22.73059345
1373	22.73000127
1374	22.72902511
1375	22.72679575
1376	22.72575972
1377	22.72504099
1378	22.72456871
1379	22.72249206
1380	22.7199006
1381	22.71735477
1382	22.71539542
1383	22.71452695
1384	22.7134155
1385	22.71083163
1386	22.71018775
1387	22.70857796
1388	22.70564833
1389	22.70340191
1390	22.70277635
1391	22.70109117
1392	22.69970322
1393	22.69750687
1394	22.69538777
1395	22.69366413
1396	22.69093456
1397	22.68835148
1398	22.68776746
1399	22.68606132
1400	22.68312234
1401	22.68121067
1402	22.67950825
1403	22.67870959
1404	22.67719863
1405	22.67663101
1406	22.674572
1407	22.67335151
1408	22.67247963
1409	22.67204682
1410	22.67098593
1411	22.66870903
1412	22.66693762
1413	22.66594647
1414	22.66048471
1415	22.6593876
1416	22.65816909
1417	22.6564557
1418	22.65461189
1419	22.65389732
1420	22.65065893
1421	22.65009278
1422	22.64816425
1423	22.64674665
1424	22.64494921
1425	22.64361422
1426	22.64333807
1427	22.64233295
1428	22.64213157
1429	22.64123777
1430	22.63792418
1431	22.63751401
1432	22.63700788
1433	22.63546847
1434	22.63405753
1435	22.63256644
1436	22.63093054
1437	22.63008144
1438	22.62953889
1439	22.62900053
1440	22.62699557
1441	22.62662094
1442	22.62479032
1443	22.62335825
1444	22.61998641
1445	22.61829652
1446	22.61734591
1447	22.61666686
1448	22.61599207
1449	22.61496607
1450	22.61385692
1451	22.61312114
1452	22.61147547
1453	22.60969568
1454	22.60740778
1455	22.60567722
1456	22.60414911
1457	22.60361608
1458	22.60296678
1459	22.60238563
1460	22.60050331
1461	22.5989293
1462	22.59699732
1463	22.59531443
1464	22.59205029
1465	22.59056446
1466	22.59004766
1467	22.58902425
1468	22.58662831
1469	22.58500345
1470	22.58442627
1471	22.5833509
1472	22.58170312
1473	22.57941727
1474	22.57819809
1475	22.57673753
1476	22.57524205
1477	22.57446792
1478	22.57334219
1479	22.57254016
1480	22.57054355
1481	22.56972945
1482	22.56822761
1483	22.56654907
1484	22.56495708
1485	22.56444785
1486	22.56404928
1487	22.56231847
1488	22.56121959
1489	22.55993672
1490	22.55902537
1491	22.5580889
1492	22.55767376
1493	22.55709469
1494	22.55601966
1495	22.55514777
1496	22.5542775
1497	22.55397133
1498	22.55241383
1499	22.55059791
1500	22.54825493
1501	22.54720133
1502	22.54610022
1503	22.54442419
1504	22.54338438
1505	22.54169037
1506	22.54042775
1507	22.53895744
1508	22.53749818
1509	22.53620614
1510	22.53369161
1511	22.53203165
1512	22.53096213
1513	22.53047826
1514	22.5287171
1515	22.52688956
1516	22.52604168
1517	22.52504073
1518	22.52114338
1519	22.52045047
1520	22.51944637
1521	22.51808941
1522	22.51672867
1523	22.51528901
1524	22.51367528
1525	22.51284385
1526	22.51196684
1527	22.51161268
1528	22.51073474
1529	22.50997418
1530	22.50779642
1531	22.50679947
1532	22.50569653
1533	22.50478984
1534	22.50348286
1535	22.50242533
1536	22.50161299
1537	22.50044893
1538	22.49990963
1539	22.49878556
1540	22.49812658
1541	22.49640535
1542	22.49556786
1543	22.49537973
1544	22.49405787
1545	22.49361995
1546	22.49319221
1547	22.49217826
1548	22.48987336
1549	22.48815834
1550	22.48628484
1551	22.48517454
1552	22.48467806
1553	22.48291368
1554	22.48204942
1555	22.47920761
1556	22.47848521
1557	22.47744328
1558	22.47535966
1559	22.47387863
1560	22.47346902
1561	22.47275055
1562	22.47179571
1563	22.47052284
1564	22.46922238
1565	22.46856127
1566	22.46676479
1567	22.46592381
1568	22.46544796
1569	22.46489038
1570	22.46375947
1571	22.45977331
1572	22.45832803
1573	22.45746918
1574	22.45572207
1575	22.45326465
1576	22.45124859
1577	22.4507334
1578	22.4496502
1579	22.44885273
1580	22.4470806
1581	22.44537508
1582	22.44366872
1583	22.44202376
1584	22.4397552
1585	22.43873503
1586	22.43739055
1587	22.43627132
1588	22.43599348
1589	22.43342579
1590	22.43228354
1591	22.42898609
1592	22.42709927
1593	22.42605305
1594	22.42462418
1595	22.42352818
1596	22.41987767
1597	22.4187356
1598	22.41754432
1599	22.41728841
1600	22.41556822
1601	22.41482552
1602	22.41321817
1603	22.41057339
1604	22.410043
1605	22.40912019
1606	22.40703404
1607	22.40537677
1608	22.40411622
1609	22.40309743
1610	22.40278757
1611	22.40247104
1612	22.40101287
1613	22.39904979
1614	22.39842388
1615	22.39789088
1616	22.39576009
1617	22.39487498
1618	22.3923364
1619	22.39139548
1620	22.3877888
1621	22.38607756
1622	22.38570394
1623	22.38509967
1624	22.38364447
1625	22.38259023
1626	22.3822345
1627	22.38185954
1628	22.38052849
1629	22.37926575
1630	22.37575584
1631	22.37537262
1632	22.37447553
1633	22.37357844
1634	22.37265843
1635	22.37180801
1636	22.3702486
1637	22.36991897
1638	22.368209
1639	22.36754595
1640	22.36653099
1641	22.36495032
1642	22.36387209
1643	22.36299427
1644	22.36221497
1645	22.35929879
1646	22.3572767
1647	22.3549338
1648	22.35211706
1649	22.34977342
1650	22.34867037
1651	22.34741812
1652	22.345606
1653	22.3454746
1654	22.34343014
1655	22.34300851
1656	22.34172569
1657	22.34012186
1658	22.33950366
1659	22.33837623
1660	22.33712365
1661	22.33543476
1662	22.33336347
1663	22.33121192
1664	22.33031655
